HFDHAJOI_04917	27f2a8cfb6fcd9cea699cc69c7c88200	151	Pfam	PF12957	Domain of unknown function (DUF3846)	6	92	1.6E-6	T	07-05-2025	IPR024559	Domain of unknown function DUF3846	-	-
HFDHAJOI_04928	78edb6137109112d146d6b57034cab3a	387	Gene3D	G3DSA:3.30.70.270	-	194	367	4.6E-41	T	07-05-2025	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	-	-
HFDHAJOI_04928	78edb6137109112d146d6b57034cab3a	387	NCBIfam	TIGR00254	diguanylate cyclase (GGDEF) domain	207	367	1.2E-25	T	07-05-2025	IPR000160	GGDEF domain	-	-
HFDHAJOI_04928	78edb6137109112d146d6b57034cab3a	387	SMART	SM00267	duf1_3	198	367	8.0E-40	T	07-05-2025	IPR000160	GGDEF domain	-	-
HFDHAJOI_04928	78edb6137109112d146d6b57034cab3a	387	SUPERFAMILY	SSF55073	Nucleotide cyclase	214	368	4.79E-36	T	07-05-2025	IPR029787	Nucleotide cyclase	-	-
HFDHAJOI_04928	78edb6137109112d146d6b57034cab3a	387	ProSiteProfiles	PS50887	GGDEF domain profile.	235	369	23.569731	T	07-05-2025	IPR000160	GGDEF domain	-	-
HFDHAJOI_04928	78edb6137109112d146d6b57034cab3a	387	CDD	cd01949	GGDEF	211	365	1.12531E-45	T	07-05-2025	IPR000160	GGDEF domain	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	CDD	cd12913	PDC1_MCP_like	58	202	9.34198E-18	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Pfam	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	526	680	3.7E-47	T	07-05-2025	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	PANTHER	PTHR43531	PROTEIN ICFG	414	719	1.4E-99	T	07-05-2025	IPR051310	Methyl-accepting chemotaxis	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	FunFam	G3DSA:1.10.287.950:FF:000001	Methyl-accepting chemotaxis sensory transducer	414	714	1.1E-76	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Pfam	PF00672	HAMP domain	333	381	1.6E-4	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Coils	Coil	Coil	642	662	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	SUPERFAMILY	SSF158472	HAMP domain-like	333	382	6.54E-8	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Coils	Coil	Coil	387	407	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Pfam	PF22673	Methyl-accepting chemotaxis protein-like, first PDC sensor domain	126	206	0.0031	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	CDD	cd11386	MCP_signal	493	692	1.5426E-58	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Gene3D	G3DSA:3.30.450.20	PAS domain	34	209	5.3E-21	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	ProSiteProfiles	PS50885	HAMP domain profile.	413	465	8.59897	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	ProSiteProfiles	PS50111	Bacterial chemotaxis sensory transducers domain profile.	470	699	48.52594	T	07-05-2025	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	SUPERFAMILY	SSF58104	Methyl-accepting chemotaxis protein (MCP) signaling domain	433	714	2.01E-67	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	ProSiteProfiles	PS50885	HAMP domain profile.	332	385	8.913654	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	SMART	SM00283	MA_2	466	713	2.5E-96	T	07-05-2025	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Gene3D	G3DSA:1.10.287.950	-	416	714	8.8E-74	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	SMART	SM00304	HAMP_11	332	385	8.8E-5	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	SMART	SM00304	HAMP_11	413	465	0.54	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Gene3D	G3DSA:6.10.340.10	-	291	389	5.8E-14	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	Coils	Coil	Coil	600	620	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04954	f9a1cd07c88353a61d68da53b74fe4a1	726	CDD	cd06225	HAMP	336	380	6.75181E-5	T	07-05-2025	-	-	-	-
HFDHAJOI_04904	a9edf22f626853f8cda38d65c036a0db	156	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	15	87	0.0026	T	07-05-2025	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0016627(InterPro)|GO:0050660(InterPro)	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	Coils	Coil	Coil	10	30	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	PANTHER	PTHR43884	ACYL-COA DEHYDROGENASE	17	84	5.6E-10	T	07-05-2025	-	-	GO:0003995(PANTHER)	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	220	355	1.9E-6	T	07-05-2025	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627(InterPro)	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	Gene3D	G3DSA:1.20.140.10	-	204	376	1.4E-22	T	07-05-2025	-	-	-	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	Pfam	PF08028	Acyl-CoA dehydrogenase, C-terminal domain	227	358	2.3E-9	T	07-05-2025	IPR013107	Acyl-CoA dehydrogenase, C-terminal domain	-	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	15	203	7.72E-28	T	07-05-2025	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627(InterPro)	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	Gene3D	G3DSA:1.10.540.10	-	3	110	9.4E-21	T	07-05-2025	IPR037069	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily	GO:0016627(InterPro)|GO:0050660(InterPro)	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	PIRSF	PIRSF016578	PIGM	1	377	2.1E-84	T	07-05-2025	-	-	-	-
HFDHAJOI_04962	abeb4fe0b43fff0ef92d4b3bf91917f1	379	Gene3D	G3DSA:2.40.110.10	-	112	203	9.9E-26	T	07-05-2025	IPR046373	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily	GO:0016627(InterPro)	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	PANTHER	PTHR46889	TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED	1	270	3.6E-28	T	07-05-2025	IPR050900	Transposase IS3/IS150/IS904	-	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	Gene3D	G3DSA:3.30.420.10	-	105	271	1.1E-16	T	07-05-2025	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	Pfam	PF00665	Integrase core domain	108	212	6.0E-14	T	07-05-2025	IPR001584	Integrase, catalytic core	GO:0015074(InterPro)	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	ProSiteProfiles	PS50994	Integrase catalytic domain profile.	105	274	15.837996	T	07-05-2025	IPR001584	Integrase, catalytic core	GO:0015074(InterPro)	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	SUPERFAMILY	SSF53098	Ribonuclease H-like	106	272	1.64E-27	T	07-05-2025	IPR012337	Ribonuclease H-like superfamily	-	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	Pfam	PF13276	HTH-like domain	34	85	1.0E-6	T	07-05-2025	IPR025948	HTH-like domain	-	-
HFDHAJOI_04991	3c9f1b405e278f646f22016c3ae04da5	275	NCBIfam	NF033516	IS3 family transposase	2	269	6.4E-59	T	07-05-2025	IPR048020	IS3 transposase	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	CDD	cd06225	HAMP	215	257	5.1624E-5	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	Gene3D	G3DSA:1.10.8.500	HAMP domain in histidine kinase	212	261	2.0E-12	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	Coils	Coil	Coil	360	387	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	CDD	cd11386	MCP_signal	371	570	1.08921E-57	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	SMART	SM00283	MA_2	344	591	1.5E-87	T	07-05-2025	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	PANTHER	PTHR43531	PROTEIN ICFG	144	595	4.3E-94	T	07-05-2025	IPR051310	Methyl-accepting chemotaxis	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	Pfam	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	407	559	2.1E-44	T	07-05-2025	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	SUPERFAMILY	SSF58104	Methyl-accepting chemotaxis protein (MCP) signaling domain	232	592	1.09E-63	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	Coils	Coil	Coil	263	283	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	Gene3D	G3DSA:1.10.287.950	-	292	593	3.5E-67	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	FunFam	G3DSA:1.10.287.950:FF:000001	Methyl-accepting chemotaxis sensory transducer	292	592	5.0E-70	T	07-05-2025	-	-	-	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	ProSiteProfiles	PS50885	HAMP domain profile.	210	263	8.816216	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	SMART	SM00304	HAMP_11	210	263	5.9E-7	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	PRINTS	PR00260	Bacterial chemotaxis sensory transducer signature	365	394	2.0E-41	T	07-05-2025	IPR004090	Chemotaxis methyl-accepting receptor	GO:0004888(InterPro)|GO:0006935(InterPro)|GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	PRINTS	PR00260	Bacterial chemotaxis sensory transducer signature	519	548	2.0E-41	T	07-05-2025	IPR004090	Chemotaxis methyl-accepting receptor	GO:0004888(InterPro)|GO:0006935(InterPro)|GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	PRINTS	PR00260	Bacterial chemotaxis sensory transducer signature	442	469	2.0E-41	T	07-05-2025	IPR004090	Chemotaxis methyl-accepting receptor	GO:0004888(InterPro)|GO:0006935(InterPro)|GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	PRINTS	PR00260	Bacterial chemotaxis sensory transducer signature	471	500	2.0E-41	T	07-05-2025	IPR004090	Chemotaxis methyl-accepting receptor	GO:0004888(InterPro)|GO:0006935(InterPro)|GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	ProSiteProfiles	PS50111	Bacterial chemotaxis sensory transducers domain profile.	348	577	45.866718	T	07-05-2025	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04927	33a2759b39daaf3adb8f6b9ec019e253	619	Pfam	PF00672	HAMP domain	208	257	3.9E-5	T	07-05-2025	IPR003660	HAMP domain	GO:0007165(InterPro)|GO:0016020(InterPro)	-
HFDHAJOI_04872	43d03edfa04a7826b70c9d31af46a098	377	Pfam	PF11972	HTH DNA binding domain	324	377	1.6E-23	T	07-05-2025	IPR021068	HTH DNA binding domain	-	-
HFDHAJOI_04872	43d03edfa04a7826b70c9d31af46a098	377	MobiDBLite	mobidb-lite	consensus disorder prediction	114	136	-	T	07-05-2025	-	-	-	-
HFDHAJOI_04872	43d03edfa04a7826b70c9d31af46a098	377	Pfam	PF07756	Protein of unknown function (DUF1612)	189	315	2.7E-46	T	07-05-2025	IPR011670	Domain of unknown function DUF1612	-	-
HFDHAJOI_04872	43d03edfa04a7826b70c9d31af46a098	377	NCBIfam	NF040876	RHE_PE00001 family protein	3	377	1.1E-162	T	07-05-2025	IPR048017	Uncharacterized protein y4cF-like	-	-
HFDHAJOI_04978	94abe13137d1c2e628e075d0c856e94a	265	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	1	258	2.65E-52	T	07-05-2025	IPR029058	Alpha/Beta hydrolase fold	-	-
HFDHAJOI_04978	94abe13137d1c2e628e075d0c856e94a	265	PANTHER	PTHR43433	HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN	10	258	3.6E-22	T	07-05-2025	IPR050471	AB hydrolase	-	-
HFDHAJOI_04978	94abe13137d1c2e628e075d0c856e94a	265	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	2	259	9.6E-56	T	07-05-2025	IPR029058	Alpha/Beta hydrolase fold	-	-
HFDHAJOI_04978	94abe13137d1c2e628e075d0c856e94a	265	Pfam	PF00561	alpha/beta hydrolase fold	23	136	2.4E-14	T	07-05-2025	IPR000073	Alpha/beta hydrolase fold-1	-	-
HFDHAJOI_04978	94abe13137d1c2e628e075d0c856e94a	265	NCBIfam	TIGR02427	3-oxoadipate enol-lactonase	10	258	3.9E-82	T	07-05-2025	IPR026968	3-oxoadipate enol-lactonase 1/2	GO:0042952(InterPro)|GO:0047570(InterPro)	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	12	72	19.631317	T	07-05-2025	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677(InterPro)	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	2	201	3.1E-20	T	07-05-2025	IPR050109	HTH-type, TetR-like transcriptional regulator	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	SUPERFAMILY	SSF46689	Homeodomain-like	12	79	1.45E-15	T	07-05-2025	IPR009057	Homedomain-like superfamily	-	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	Pfam	PF13305	Tetracyclin repressor-like, C-terminal domain	90	193	3.0E-6	T	07-05-2025	IPR025996	HTH-type transcriptional regulator MT1864/Rv1816-like, C-terminal domain	-	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	SUPERFAMILY	SSF48498	Tetracyclin repressor-like, C-terminal domain	90	196	3.22E-13	T	07-05-2025	IPR036271	Tetracyclin repressor-like, C-terminal domain superfamily	-	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	Gene3D	G3DSA:1.10.357.10	Tetracycline Repressor, domain 2	12	200	1.5E-37	T	07-05-2025	-	-	-	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	18	31	1.5E-8	T	07-05-2025	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677(InterPro)	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	39	62	1.5E-8	T	07-05-2025	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677(InterPro)	-
HFDHAJOI_04941	9117e56d99772ded103d5b6314f421e8	205	Pfam	PF00440	Bacterial regulatory proteins, tetR family	18	61	3.0E-9	T	07-05-2025	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677(InterPro)	-
HFDHAJOI_04956	feb2306c1b62fcd8c8bdbb9a87f0eeef	169	PANTHER	PTHR30466	FLAVIN REDUCTASE	6	165	4.9E-29	T	07-05-2025	IPR050268	NADH-dependent flavin reductase	GO:0006208(PANTHER)|GO:0042602(PANTHER)	-
HFDHAJOI_04956	feb2306c1b62fcd8c8bdbb9a87f0eeef	169	SUPERFAMILY	SSF50475	FMN-binding split barrel	13	163	3.88E-42	T	07-05-2025	-	-	-	-
HFDHAJOI_04956	feb2306c1b62fcd8c8bdbb9a87f0eeef	169	SMART	SM00903	Flavin_Reduct_2	17	162	1.7E-46	T	07-05-2025	IPR002563	Flavin reductase like domain	GO:0010181(InterPro)	-
HFDHAJOI_04956	feb2306c1b62fcd8c8bdbb9a87f0eeef	169	Pfam	PF01613	Flavin reductase like domain	17	163	6.3E-34	T	07-05-2025	IPR002563	Flavin reductase like domain	GO:0010181(InterPro)	-
HFDHAJOI_04956	feb2306c1b62fcd8c8bdbb9a87f0eeef	169	Gene3D	G3DSA:2.30.110.10	-	1	168	1.8E-41	T	07-05-2025	IPR012349	FMN-binding split barrel	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	24	76	22.265894	T	07-05-2025	IPR000847	LysR, HTH, N-terminal domain	GO:0003700(InterPro)|GO:0006355(InterPro)	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	Gene3D	G3DSA:3.40.190.290	-	104	310	1.0E-62	T	07-05-2025	-	-	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	CDD	cd08422	PBP2_CrgA_like	109	306	5.98371E-80	T	07-05-2025	-	-	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	Gene3D	G3DSA:1.10.10.10	-	20	103	6.2E-21	T	07-05-2025	IPR036388	Winged helix-like DNA-binding domain superfamily	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	21	129	1.03E-21	T	07-05-2025	IPR036390	Winged helix DNA-binding domain superfamily	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	18	102	8.7E-22	T	07-05-2025	-	-	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	Pfam	PF03466	LysR substrate binding domain	105	310	1.3E-39	T	07-05-2025	IPR005119	LysR, substrate-binding	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	PANTHER	PTHR30537	HTH-TYPE TRANSCRIPTIONAL REGULATOR	17	314	2.4E-84	T	07-05-2025	-	-	GO:0003700(PANTHER)|GO:0006351(PANTHER)|GO:0043565(PANTHER)	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	106	314	3.62E-47	T	07-05-2025	-	-	-	-
HFDHAJOI_04967	a45cbbb76ab97aa7716bd07c9e8d4cb3	328	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	23	80	3.9E-15	T	07-05-2025	IPR000847	LysR, HTH, N-terminal domain	GO:0003700(InterPro)|GO:0006355(InterPro)	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	CDD	cd03216	ABC_Carb_Monos_I	9	225	2.93447E-68	T	07-05-2025	-	-	-	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	Pfam	PF00005	ABC transporter	24	174	1.8E-29	T	07-05-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	9	230	2.61E-55	T	07-05-2025	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	262	504	20.341589	T	07-05-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	9	245	21.715466	T	07-05-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	CDD	cd03215	ABC_Carb_Monos_II	258	482	9.09779E-79	T	07-05-2025	-	-	-	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	ProSitePatterns	PS00211	ABC transporters family signature.	405	419	-	T	07-05-2025	IPR017871	ABC transporter-like, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	PANTHER	PTHR43790	CARBOHYDRATE TRANSPORT ATP-BINDING PROTEIN MG119-RELATED	8	497	2.3E-165	T	07-05-2025	IPR050107	ABC transporter carbohydrate import ATP-binding proteins	-	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	SMART	SM00382	AAA_5	33	222	6.0E-11	T	07-05-2025	IPR003593	AAA+ ATPase domain	-	-
HFDHAJOI_04933	c658d546c98fc3f7dba69ee38761434f	509	SMART	SM00382	AAA_5	287	481	4.0E-8	T	07-05-2025	IPR003593	AAA+ ATPase domain	-	-
